txn_id,txn_time_raw,property_code,outlet_name,guest_ref,net_amount_raw,tax_amount_raw,tip_amount_raw,payment_mode,items_count_raw,line_items_raw,source_file,ingested_at
T-202560,2026-03-03T08:35:35Z,SP01,Peak Restaurant,g-48091,323.79,SAR 49,SAR12.08,Card,1,"[{""sku"": ""SKU097"", ""qty"": 2, ""price"": 102.47}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-782772,2026-03-08T21:21:10Z,SOUDAH_1,Peak Restaurant,NULL,776.05,116.41,,cash,2,"[{""sku"": ""SKU135"", ""qty"": 3, ""price"": 45.41}, {""sku"": ""SKU007"", ""qty"": 1, ""price"": 77.33}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-320815,2026/03/13 18:19 +0530,SP-01,Spa Lounge,NULL,279.10,SAR 42,,Apple Pay,3,"[{""sku"": ""SKU199"", ""qty"": 2, ""price"": 112.67}, {""sku"": ""SKU067"", ""qty"": 3, ""price"": 48.78}, {""sku"": ""SKU078"", ""qty"": 3, ""price"": 119.5}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-833838,2026-03-14T00:19:00Z,soudah-01,Peak Restaurant,NULL,SAR 63,9.39,SAR 19,cash,2,"[{""sku"": ""SKU135"", ""qty"": 1, ""price"": 63.45}, {""sku"": ""SKU121"", ""qty"": 2, ""price"": 101.41}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-225350,2026-03-30T07:33:00Z,SP01,Retail Store,G39216,SAR 319.93,47.99,,CARD,1,"[{""sku"": ""SKU047"", ""qty"": 2, ""price"": 36.76}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-787332,07-02-2026 02:17 AM,soudah-01,Summit Cafe,NA,629.65,SAR 94.45,0.00,Card,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-221400,2026-02-13 21:53:03,SP01,Retail Store,,472.24,SAR 71,0,Card,5,"[{""sku"": ""SKU128"", ""qty"": 2, ""price"": 44.46}, {""sku"": ""SKU071"", ""qty"": 2, ""price"": 8.85}, {""sku"": ""SKU061"", ""qty"": 2, ""price"": 17.09}, {""sku"": ""SKU178"", ""qty"": 3, ""price"": 77.28}, {""sku"": ""SKU130"", ""qty"": 3, ""price"": 84.96}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-877088,2026/02/17 10:49,SOUDAH_1,Summit Cafe,G-21830,VAT: SR 152.07,SR 22.81,0,Card,3,"[{""sku"": ""SKU089"", ""qty"": 2, ""price"": 77.1}, {""sku"": ""SKU009"", ""qty"": 1, ""price"": 7.62}, {""sku"": ""SKU057"", ""qty"": 2, ""price"": 35.0}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-563072,2026-03-27T14:34:46Z,SP01,Peak Restaurant, G-60684 ,sar 426.07,sar63.91,0.00,cash,NULL,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-475764,2026-03-05T06:41:46Z,SP01,Summit Cafe,NA,124.65,18.70,0,CARD,3,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-517349,2026/02/25 18:02,SOUDAH_1,Retail Store,G-76700,SAR 582,87.35,0,Apple Pay,4,"[{""sku"": ""SKU138"", ""qty"": 2, ""price"": 26.68}, {""sku"": ""SKU063"", ""qty"": 1, ""price"": 13.69}, {""sku"": ""SKU181"", ""qty"": 3, ""price"": 108.66}, {""sku"": ""SKU198"", ""qty"": 3, ""price"": 73.24}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-167363,2026-02-03 23:01:35,SP-01,Peak Restaurant,,193.28,28.99,SAR 16.65,CARD,NULL,"[{""sku"": ""SKU060"", ""qty"": 3, ""price"": 102.35}, {""sku"": ""SKU133"", ""qty"": 3, ""price"": 57.11}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-271208,2026/03/01 08:19 +0530,SOUDAH_1,Spa Lounge,G-33017,SAR219.51,SAR32.93,,Apple Pay,4,"[{""sku"": ""SKU186"", ""qty"": 1, ""price"": 74.13}, {""sku"": ""SKU043"", ""qty"": 3, ""price"": 54.2}, {""sku"": ""SKU095"", ""qty"": 1, ""price"": 13.56}, {""sku"": ""SKU182"", ""qty"": 2, ""price"": 101.6}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-202946,28-03-2026 01:29 AM,soudah-01,Summit Cafe,NA,SAR 777.96,SAR 117,SAR 32.56,Card,1,"[{""sku"": ""SKU034"", ""qty"": 3, ""price"": 32.18}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-659693,25-02-2026 06:03 PM,SP01,Peak Restaurant,,SAR 709,106.40,SAR 21,Card,1,"[{""sku"": ""SKU107"", ""qty"": 1, ""price"": 20.25}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-052524,2026-02-21 15:34:46,SP01,summit café,,SAR40.60,SAR 6,,Card,4,"[{""sku"": ""SKU175"", ""qty"": 1, ""price"": 43.63}, {""sku"": ""SKU110"", ""qty"": 2, ""price"": 31.19}, {""sku"": ""SKU058"", ""qty"": 3, ""price"": 54.03}, {""sku"": ""SKU006"", ""qty"": 3, ""price"": 52.08}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-751895,19-03-2026 09:35 AM,SP01,Summit Cafe,NULL,SAR205.93,VAT: 30.89,SAR 36,Card,5,"[{""sku"": ""SKU135"", ""qty"": 2, ""price"": 110.81}, {""sku"": ""SKU027"", ""qty"": 1, ""price"": 14.72}, {""sku"": ""SKU011"", ""qty"": 1, ""price"": 74.88}, {""sku"": ""SKU171"", ""qty"": 2, ""price"": 63.37}, {""sku"": ""SKU009"", ""qty"": 1, ""price"": 30.53}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-122162,2026/03/28 23:23,SOUDAH_1,Retail Store,,165.59,sar24.84,0,cash,two,"[{""sku"": ""SKU199"", ""qty"": 1, ""price"": 87.59}, {""sku"": ""SKU182"", ""qty"": 1, ""price"": 66.13}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-108301,2026-02-11T13:35:42Z,SP-01,Spa Lounge,NA,SAR 199.81,29.97,0.00,Apple Pay,2,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-095810,16-02-2026 06:22 AM,SP01,Peak Restaurant, G-00621 ,SAR 17,SAR 2.61,,cash,1,"[{""sku"": ""SKU079"", ""qty"": 2, ""price"": 117.68}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-966260,10-02-2026 12:07 AM,SP-01,Peak Restaurant,,SAR 572,SAR 86,SR12.05,CARD,5,"[{""sku"": ""SKU137"", ""qty"": 2, ""price"": 6.59}, {""sku"": ""SKU059"", ""qty"": 3, ""price"": 101.84}, {""sku"": ""SKU190"", ""qty"": 1, ""price"": 78.8}, {""sku"": ""SKU161"", ""qty"": 3, ""price"": 57.94}, {""sku"": ""SKU114"", ""qty"": 3, ""price"": 106.11}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-213155,25-03-2026 02:37 AM,soudah-01,Peak Restaurant,,211.73,VAT: 31.76,0,Card,three,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-951355,2026/02/11 13:59,soudah-01,Retail Store, G-21277 ,SAR16.49,SAR 2,,Card,three,"[{""sku"": ""SKU125"", ""qty"": 3, ""price"": 67.11}, {""sku"": ""SKU013"", ""qty"": 2, ""price"": 60.89}, {""sku"": ""SKU067"", ""qty"": 2, ""price"": 118.24}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-110653,2026-03-23 08:46:45,SP-01,Peak Restaurant,g-40474,475.58,71.34,5.89,CARD,2,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-444585,07-03-2026 03:15 PM,soudah-01,Summit Cafe, G-74665 ,SAR 602,sar90.28,SAR 36,Apple Pay,5,"[{""sku"": ""SKU125"", ""qty"": 1, ""price"": 64.75}, {""sku"": ""SKU176"", ""qty"": 1, ""price"": 10.33}, {""sku"": ""SKU188"", ""qty"": 3, ""price"": 70.78}, {""sku"": ""SKU084"", ""qty"": 3, ""price"": 91.69}, {""sku"": ""SKU002"", ""qty"": 1, ""price"": 25.71}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-704943,2026/03/08 03:55,SP-01,Retail Store,NULL,578.69,SAR 87,sar 14.94,cash,2,"[{""sku"": ""SKU003"", ""qty"": 1, ""price"": 11.86}, {""sku"": ""SKU036"", ""qty"": 1, ""price"": 55.36}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-605872,2026-02-28T09:22:40Z,soudah-01,Retail Store,,sar665.99,sar 99.90,SAR 4,Card,4,"[{""sku"": ""SKU083"", ""qty"": 2, ""price"": 68.96}, {""sku"": ""SKU037"", ""qty"": 1, ""price"": 41.15}, {""sku"": ""SKU027"", ""qty"": 2, ""price"": 94.66}, {""sku"": ""SKU139"", ""qty"": 3, ""price"": 70.3}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-344000,28-03-2026 09:53 PM,soudah-01,Retail Store,g-11524,496.03,SAR74.40,0.00,Apple Pay,5,"[{""sku"": ""SKU083"", ""qty"": 2, ""price"": 24.46}, {""sku"": ""SKU014"", ""qty"": 1, ""price"": 97.64}, {""sku"": ""SKU120"", ""qty"": 1, ""price"": 87.83}, {""sku"": ""SKU106"", ""qty"": 2, ""price"": 27.07}, {""sku"": ""SKU123"", ""qty"": 1, ""price"": 87.19}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-002302,18-03-2026 10:36 AM,SP-01,Peak Restaurant,G-15200,275.86,SAR41.38,0.00,cash,2,"[{""sku"": ""SKU068"", ""qty"": 1, ""price"": 88.55}, {""sku"": ""SKU184"", ""qty"": 1, ""price"": 33.04}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-394967,2026/02/03 11:55,SP-01,summit café,,SAR 486,SAR 72.93,SAR 49.84,cash,3,"[{""sku"": ""SKU200"", ""qty"": 1, ""price"": 106.05}, {""sku"": ""SKU174"", ""qty"": 1, ""price"": 58.93}, {""sku"": ""SKU004"", ""qty"": 2, ""price"": 16.29}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-215810,2026-02-12 07:12:55,soudah-01,Retail Store,g-54790,795.25,VAT: SAR119.29,0.00,CARD,4,"[{""sku"": ""SKU131"", ""qty"": 2, ""price"": 67.67}, {""sku"": ""SKU148"", ""qty"": 3, ""price"": 112.79}, {""sku"": ""SKU117"", ""qty"": 1, ""price"": 109.21}, {""sku"": ""SKU086"", ""qty"": 2, ""price"": 7.26}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-899889,2026-02-19 23:27:49,soudah-01,Retail Store,NULL,292.50,SAR43.88,VAT: SAR49.78,CARD,2,"[{""sku"": ""SKU084"", ""qty"": 3, ""price"": 41.99}, {""sku"": ""SKU167"", ""qty"": 1, ""price"": 116.59}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-963994,2026-02-28T04:46:33Z,SOUDAH_1,Spa Lounge,,87.48,13.12,SAR 22,Card,4,"[{""sku"": ""SKU056"", ""qty"": 2, ""price"": 58.65}, {""sku"": ""SKU071"", ""qty"": 3, ""price"": 101.5}, {""sku"": ""SKU046"", ""qty"": 2, ""price"": 37.3}, {""sku"": ""SKU037"", ""qty"": 2, ""price"": 61.09}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-913985,2026-03-21T03:04:49Z,soudah-01,Retail Store,,SAR 330,49.46,23.09,CARD,2,"[{""sku"": ""SKU167"", ""qty"": 2, ""price"": 109.07}, {""sku"": ""SKU171"", ""qty"": 1, ""price"": 107.72}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-327718,2026-02-01 16:58:25,SP01,Spa Lounge,,SAR 735.46,110.32,SAR15.77,Apple Pay,2,"[{""sku"": ""SKU152"", ""qty"": 3, ""price"": 32.3}, {""sku"": ""SKU116"", ""qty"": 2, ""price"": 66.73}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-819518,2026-02-10T10:40:08Z,soudah-01,Spa Lounge, G-43889 ,637.51,95.63,0.00,cash,1,"[{""sku"": ""SKU009"", ""qty"": 2, ""price"": 109.74}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-619098,2026-03-09 05:20:41,SOUDAH_1,Peak Restaurant,NA,148.10,SAR22.21,21.34,Card,4,"[{""sku"": ""SKU130"", ""qty"": 3, ""price"": 57.71}, {""sku"": ""SKU134"", ""qty"": 3, ""price"": 26.57}, {""sku"": ""SKU084"", ""qty"": 1, ""price"": 52.41}, {""sku"": ""SKU129"", ""qty"": 2, ""price"": 99.01}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-629953,2026-02-04T16:55:41Z,soudah-01,Retail Store,,SAR 332.54,SAR 50,SAR 27.64,Apple Pay,5,"[{""sku"": ""SKU076"", ""qty"": 2, ""price"": 35.6}, {""sku"": ""SKU198"", ""qty"": 2, ""price"": 17.87}, {""sku"": ""SKU059"", ""qty"": 1, ""price"": 60.01}, {""sku"": ""SKU130"", ""qty"": 3, ""price"": 34.67}, {""sku"": ""SKU179"", ""qty"": 3, ""price"": 80.43}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-350585,08-03-2026 10:28 AM +0000,soudah-01,Spa Lounge, G-98291 ,VAT: 333.28,SAR 49.99,0.00,CARD,3,"[{""sku"": ""SKU054"", ""qty"": 3, ""price"": 106.92}, {""sku"": ""SKU135"", ""qty"": 3, ""price"": 96.58}, {""sku"": ""SKU188"", ""qty"": 2, ""price"": 49.74}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-793384,2026-03-03T01:58:48Z,SOUDAH_1,summit café,NULL,778.37,SAR 117,38.26,Card,2,"[{""sku"": ""SKU161"", ""qty"": 2, ""price"": 106.81}, {""sku"": ""SKU077"", ""qty"": 3, ""price"": 57.46}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-714097,2026-02-07 00:58:51,SP01,Spa Lounge,,716.49,sar 107.47,,CARD,5,"[{""sku"": ""SKU067"", ""qty"": 1, ""price"": 56.69}, {""sku"": ""SKU190"", ""qty"": 3, ""price"": 62.07}, {""sku"": ""SKU035"", ""qty"": 2, ""price"": 85.85}, {""sku"": ""SKU139"", ""qty"": 3, ""price"": 86.44}, {""sku"": ""SKU027"", ""qty"": 1, ""price"": 68.09}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-164907,2026/02/28 13:27 GMT,SP-01,summit café,,493.77,74.07,SAR35.81,cash,1,"[{""sku"": ""SKU119"", ""qty"": 3, ""price"": 5.53}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-535016,2026/02/02 02:35 GMT,SP01,Spa Lounge,NA,SAR 350,SAR52.52,,Apple Pay,NA,"[{""sku"": ""SKU101"", ""qty"": 2, ""price"": 15.27}, {""sku"": ""SKU101"", ""qty"": 1, ""price"": 103.59}, {""sku"": ""SKU147"", ""qty"": 3, ""price"": 13.43}, {""sku"": ""SKU114"", ""qty"": 3, ""price"": 108.18}, {""sku"": ""SKU036"", ""qty"": 3, ""price"": 37.9}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-068654,2026/02/10 11:18,SP01,Retail Store,,671.44,100.72,,CARD,1,"[{""sku"": ""SKU179"", ""qty"": 2, ""price"": 111.65}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-799096,2026-02-28T00:27:33Z,soudah-01,Peak Restaurant,NULL,868.39,VAT: SAR130.26,SAR 48,Apple Pay,NULL,"[{""sku"": ""SKU189"", ""qty"": 3, ""price"": 23.42}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-426371,2026-02-07T07:45:23Z,soudah-01,Summit Cafe,g-41214,VAT: SAR 790,SAR118.57,SAR49.05,Card,1,"[{""sku"": ""SKU109"", ""qty"": 2, ""price"": 70.38}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-600221,23-02-2026 11:00 PM,soudah-01,Summit Cafe,,SAR 277,SAR 41.58,SAR 20.61,cash,1,"[{""sku"": ""SKU150"", ""qty"": 2, ""price"": 41.45}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-240100,15-03-2026 01:49 PM,SP-01,Summit Cafe,,sar 186.09,sar 27.91,sar 15.91,Apple Pay,3,"[{""sku"": ""SKU158"", ""qty"": 3, ""price"": 69.85}, {""sku"": ""SKU023"", ""qty"": 2, ""price"": 100.18}, {""sku"": ""SKU122"", ""qty"": 2, ""price"": 108.77}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-812694,2026-03-04 08:07:52,soudah-01,Peak Restaurant,,SAR 805,SAR 121,0.00,cash,2,"[{""sku"": ""SKU067"", ""qty"": 1, ""price"": 63.48}, {""sku"": ""SKU031"", ""qty"": 3, ""price"": 36.89}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-759273,2026/03/23 20:47,SP01,Summit Cafe,,420.23,63.03,,cash,3,"[{""sku"": ""SKU048"", ""qty"": 2, ""price"": 72.99}, {""sku"": ""SKU047"", ""qty"": 2, ""price"": 76.4}, {""sku"": ""SKU191"", ""qty"": 2, ""price"": 105.83}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-741823,13-03-2026 02:16 AM GMT,SP01,summit café,NA,SR25.62,SAR 4,0.00,CARD,2,"[{""sku"": ""SKU119"", ""qty"": 2, ""price"": 39.45}, {""sku"": ""SKU173"", ""qty"": 2, ""price"": 81.88}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-684879,2026-02-03 20:11:19,SP01,Peak Restaurant,,SAR 849,SAR 127,0.00,Apple Pay,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-580845,2026-02-07T15:27:51Z,SP01,Summit Cafe,G-77085,SAR 41,SR6.09,0.00,cash,1,"[{""sku"": ""SKU073"", ""qty"": 2, ""price"": 40.1}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-394574,22-03-2026 07:55 AM,SP01,summit café,G10500,VAT: SAR 662,SAR 99.27,0,Apple Pay,5,"[{""sku"": ""SKU016"", ""qty"": 3, ""price"": 46.73}, {""sku"": ""SKU028"", ""qty"": 3, ""price"": 13.51}, {""sku"": ""SKU118"", ""qty"": 3, ""price"": 62.01}, {""sku"": ""SKU189"", ""qty"": 2, ""price"": 24.24}, {""sku"": ""SKU138"", ""qty"": 3, ""price"": 44.58}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-172266,17-03-2026 10:46 AM,soudah-01,Retail Store,NULL,SAR330.49,SAR 49.57,,CARD,4,"[{""sku"": ""SKU018"", ""qty"": 3, ""price"": 32.99}, {""sku"": ""SKU065"", ""qty"": 3, ""price"": 97.69}, {""sku"": ""SKU096"", ""qty"": 1, ""price"": 30.69}, {""sku"": ""SKU182"", ""qty"": 2, ""price"": 77.4}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-058128,07-03-2026 05:34 AM,SP-01,Peak Restaurant,G-28497,SAR 674.67,SAR 101.20,,CARD,4,"[{""sku"": ""SKU134"", ""qty"": 2, ""price"": 80.2}, {""sku"": ""SKU086"", ""qty"": 2, ""price"": 93.44}, {""sku"": ""SKU054"", ""qty"": 2, ""price"": 30.79}, {""sku"": ""SKU031"", ""qty"": 1, ""price"": 49.16}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-777545,2026-02-16 11:43:33,soudah-01,Summit Cafe,NULL,688.90,103.34,0,Card,1,"[{""sku"": ""SKU106"", ""qty"": 1, ""price"": 103.55}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-143838,21-02-2026 02:28 PM,SOUDAH_1,Summit Cafe,G-73584,407.18,SAR 61.08,0.00,Apple Pay,4,"[{""sku"": ""SKU151"", ""qty"": 2, ""price"": 11.52}, {""sku"": ""SKU080"", ""qty"": 1, ""price"": 23.02}, {""sku"": ""SKU114"", ""qty"": 3, ""price"": 11.46}, {""sku"": ""SKU036"", ""qty"": 1, ""price"": 111.9}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-283828,21-02-2026 09:16 AM +0530,SP01,Spa Lounge,G-32745,SAR 408,sar 61.14,SAR 34,Card,5,"[{""sku"": ""SKU011"", ""qty"": 2, ""price"": 67.71}, {""sku"": ""SKU170"", ""qty"": 1, ""price"": 69.97}, {""sku"": ""SKU144"", ""qty"": 1, ""price"": 81.12}, {""sku"": ""SKU001"", ""qty"": 3, ""price"": 10.62}, {""sku"": ""SKU026"", ""qty"": 3, ""price"": 60.04}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-348293,2026/03/21 08:58,SP-01,Summit Cafe,NULL,SAR 440,66.01,,cash,3,"[{""sku"": ""SKU036"", ""qty"": 3, ""price"": 84.59}, {""sku"": ""SKU068"", ""qty"": 2, ""price"": 46.23}, {""sku"": ""SKU096"", ""qty"": 1, ""price"": 35.76}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-115049,2026/02/20 13:25,SP01,Retail Store,,SAR291.82,SAR 44,0.00,cash,4,"[{""sku"": ""SKU154"", ""qty"": 1, ""price"": 42.24}, {""sku"": ""SKU087"", ""qty"": 1, ""price"": 103.5}, {""sku"": ""SKU121"", ""qty"": 3, ""price"": 70.01}, {""sku"": ""SKU124"", ""qty"": 3, ""price"": 6.56}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-485283,2026/03/31 18:21,soudah-01,Retail Store,g-79178,289.98,SAR43.50,23.22,Card,1,"[{""sku"": ""SKU102"", ""qty"": 1, ""price"": 83.5}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-211035,2026-03-11T08:25:31Z,SP01,Peak Restaurant,G-58852,VAT: SAR170.35,SAR 26,0.00,cash,3,"[{""sku"": ""SKU147"", ""qty"": 2, ""price"": 69.28}, {""sku"": ""SKU168"", ""qty"": 3, ""price"": 90.72}, {""sku"": ""SKU012"", ""qty"": 1, ""price"": 45.36}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-049393,2026-03-17 19:22:44,SP01,Peak Restaurant,G67463,418.45,SAR 62.77,VAT: SAR 50,cash,4,"[{""sku"": ""SKU006"", ""qty"": 3, ""price"": 53.76}, {""sku"": ""SKU130"", ""qty"": 3, ""price"": 99.77}, {""sku"": ""SKU072"", ""qty"": 2, ""price"": 111.25}, {""sku"": ""SKU121"", ""qty"": 2, ""price"": 103.27}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-642605,2026-03-24 23:12:33,SP01,Summit Cafe,NULL,SAR524.25,78.64,0.00,Apple Pay,2,"[{""sku"": ""SKU055"", ""qty"": 2, ""price"": 44.8}, {""sku"": ""SKU187"", ""qty"": 1, ""price"": 30.12}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-357263,2026/02/20 22:48,SP01,Peak Restaurant,G-41694,801.52,sar120.23,0.00,CARD,1,"[{""sku"": ""SKU038"", ""qty"": 2, ""price"": 83.73}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-399099,2026-03-30T10:17:41Z,SOUDAH_1,Summit Cafe,,800.61,SAR 120.09,,CARD,1,"[{""sku"": ""SKU119"", ""qty"": 1, ""price"": 99.68}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-515655,2026-03-18 05:41:07,SP-01,Spa Lounge,NULL,717.06,107.56,SAR33.75,cash,4,"[{""sku"": ""SKU108"", ""qty"": 3, ""price"": 46.41}, {""sku"": ""SKU097"", ""qty"": 3, ""price"": 25.28}, {""sku"": ""SKU101"", ""qty"": 1, ""price"": 8.41}, {""sku"": ""SKU161"", ""qty"": 1, ""price"": 106.09}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-308067,2026/03/27 19:35 +0530,SP01,Retail Store,G62497,892.83,SAR133.92,0,Card,2,"[{""sku"": ""SKU017"", ""qty"": 2, ""price"": 108.88}, {""sku"": ""SKU109"", ""qty"": 1, ""price"": 89.96}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-764645,2026-02-21T15:13:49Z,SP01,Summit Cafe,,SAR 247,S.A.R 37.02,0.00,cash,2,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-462735,2026/03/11 23:33,SP01,Spa Lounge,G-70831,sar 586.92,sar 88.04,VAT: 40.48,Card,4,"[{""sku"": ""SKU059"", ""qty"": 3, ""price"": 100.83}, {""sku"": ""SKU065"", ""qty"": 3, ""price"": 94.09}, {""sku"": ""SKU120"", ""qty"": 1, ""price"": 98.0}, {""sku"": ""SKU153"", ""qty"": 1, ""price"": 107.04}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-445460,02-04-2026 10:52 AM,SOUDAH_1,Summit Cafe,NULL,244.53,SAR36.68,38.21,CARD,NA,"[{""sku"": ""SKU146"", ""qty"": 3, ""price"": 64.39}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-238438,19-02-2026 09:57 PM,SP01,Peak Restaurant,,625.63,SAR93.84,0.00,CARD,2,"[{""sku"": ""SKU097"", ""qty"": 3, ""price"": 48.64}, {""sku"": ""SKU176"", ""qty"": 1, ""price"": 92.97}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-215744,2026/03/17 02:43,SP01,Spa Lounge,NULL,SAR 569,SAR85.40,,cash,3,"[{""sku"": ""SKU071"", ""qty"": 2, ""price"": 49.56}, {""sku"": ""SKU194"", ""qty"": 1, ""price"": 114.89}, {""sku"": ""SKU077"", ""qty"": 3, ""price"": 13.87}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-634580,2026/03/22 12:51,SP01,Summit Cafe,,SAR 112.41,SAR16.86,0.00,Card,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-459910,2026/03/30 21:55,SP-01,Peak Restaurant,g-67586,782.15,SAR 117.32,SAR 41,CARD,4,"[{""sku"": ""SKU176"", ""qty"": 2, ""price"": 46.87}, {""sku"": ""SKU124"", ""qty"": 2, ""price"": 62.02}, {""sku"": ""SKU144"", ""qty"": 3, ""price"": 75.92}, {""sku"": ""SKU046"", ""qty"": 1, ""price"": 111.81}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-760170,2026-02-12 17:18:48,SP01,Summit Cafe,,384.01,sar 57.60,33.01,Apple Pay,NA,"[{""sku"": ""SKU081"", ""qty"": 2, ""price"": 105.85}, {""sku"": ""SKU113"", ""qty"": 1, ""price"": 118.81}, {""sku"": ""SKU144"", ""qty"": 2, ""price"": 89.21}, {""sku"": ""SKU199"", ""qty"": 1, ""price"": 28.29}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-957859,2026-02-16 03:39:40,SOUDAH_1,Summit Cafe,g-51510,SAR116.48,17.47,0.00,Card,1,"[{""sku"": ""SKU002"", ""qty"": 2, ""price"": 19.78}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-363747,2026-02-26T11:43:46Z,SP01,Retail Store,G-64059,SAR 267.56,SAR 40.13,,Apple Pay,3,"[{""sku"": ""SKU037"", ""qty"": 3, ""price"": 32.51}, {""sku"": ""SKU117"", ""qty"": 3, ""price"": 73.52}, {""sku"": ""SKU100"", ""qty"": 1, ""price"": 110.11}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-743847,2026/02/07 07:23 GMT,soudah-01,Summit Cafe,NULL,S.A.R709.23,106.38,,cash,4,"[{""sku"": ""SKU104"", ""qty"": 2, ""price"": 69.1}, {""sku"": ""SKU065"", ""qty"": 2, ""price"": 7.06}, {""sku"": ""SKU117"", ""qty"": 3, ""price"": 76.0}, {""sku"": ""SKU138"", ""qty"": 3, ""price"": 25.31}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
