booking_id,guest_ref,property_code,room_code,rateplan_code,channel,booking_status,checkin_date_raw,checkout_date_raw,booked_at_raw,currency,total_amount_raw,discount_raw,tax_raw,adults_raw,children_raw,special_requests,cancellation_reason,source_file,ingested_at
BK-744928,G-55330,SP01,STE30,FLEX,OTA - Booking,CONFIRMED,08-03-2026,11/03/26,2026-01-31T09:45:00Z,SAR,SAR 6375,0%,SAR 831.49,2,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-719564,G41975,SP-01,STE-26,FLEX,Direct,CANCEL,"May 03, 2026",2026-05-08,27-02-2026 12:53 AM,sar,"7,647.98",19%,997.56,1,two,,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK702318,G-27364,SP01,STE11,FLEX2026,Direct,CONFIRMED,2026-02-12,17/02/26,2026-01-04 10:24:00,SAR,"5,797.36",0.00,756.18,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-044663,G-72694,SP01, DLX-126 ,FLEX,OTA - Booking,CONFIRMED,"June 01, 2026",Jun 03 2026,2026-04-22 05:51:00,SAR,4302.68,NA,SAR 561,3,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-926063, G-75515 ,SOUDAH_1,37,ADV,Direct,CONFIRMED,2026-04-29,"May 02, 2026",2026/04/26 20:08,SAR,"2,622.96",0%,SAR 342,2,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK868481,,SOUDAH_1,STE147, flex ,Travel Agent,CONFIRMED,"February 14, 2026","February 18, 2026",2026/01/12 18:19,sar,"sar 2,470.63",0.00,322.26,2,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-359714,G84647,SOUDAH_1,91,FLEX,Direct,HOLD,"February 06, 2026",Feb 13 2026,2026/01/20 04:28,SAR,13205.09,,SAR 1722,1,NA,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-190764,G-65734,SP01,110,ADV,Direct,CONFIRMED,Apr 28 2026,03/05/26,2026-03-17 20:42:00,sar,9116.00,0%,"1,189.04",3,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-157474,G-27738,SP01,120,FLEX,Direct,CONFIRMED,"May 19, 2026","May 22, 2026",2026-03-30T16:10:00Z,SAR,"4,164.16",0.00,543.15,2,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-412167,g-76355,SP01,VIL127,ADV,Direct,cnf,2026-04-09,2026-04-13,16-02-2026 02:04 PM,SAR,6818.66,0.00,VAT: 889.39,4,two,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-821861,G20130,SP-01,161,FLEX,Direct,CONFIRMED,30/05/26,01/06/26,2026-04-01T18:40:00Z,SAR,3515.89,0%,SAR458.59,1,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-292785 , G-24969 ,SP-01,VIL164, flex ,Direct,CONFIRMED,"February 12, 2026",17/02/26,2026/01/19 18:03,SR,"12,401.92",0%,1617.64,two,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-174136,g-80857,SP01,DLX-29,ADV,OTA - Booking,CONFIRMED,"April 09, 2026",Apr 10 2026,16-02-2026 12:03 AM,SAR,SAR1947.54,0%,SAR 254.03,4,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-573429, G-88756 ,SOUDAH_1,DLX174,FLEX,Expedia,CONFIRMED,"February 19, 2026",23/02/26,2026/01/10 14:01,SAR,SAR 5436,0.00,709.10,1,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-963935,G-15462,SP01,STE104,ADV,Travel Agent,CONFIRMED,21/06/26,Jun 26 2026,09-04-2026 11:45 PM,SAR,SAR9896.12,0.00,"1,290.80",4,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-930082,G-41361,soudah-01,DLX174,ADV,Travel Agent,CONFIRMED,2026-07-01,04-07-2026,2026-04-21T11:58:00Z,SAR,VAT: SAR 5082,522.79,SAR662.86,NULL,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-197686, G-23423 ,SOUDAH_1,DLX-88,FLEX2026,booking.com,CONFIRMED,2026-01-23,30-01-2026,2026-01-20 01:50:00,SAR,"VAT: SAR 17,232.63",0%,VAT: SAR 2248,1,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-545287,G-48715,soudah-01,VIL44,ADV,booking.com,CONFIRMED,03-05-2026,10-05-2026,2026-03-28T04:55:00Z,SAR,SAR15555.96,0%,"2,029.04",3,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-846515,G-77101,soudah-01,VIL-31,FLEX2026,Direct,CANCELLED,12-01-2026,Jan 17 2026,2026-01-05T23:52:00Z,SR,SR2926.50,0%,381.72,four,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-188756,G-04085,SP01, DLX-9 ,ADV,Direct,CONFIRMED,Mar 12 2026,19/03/26,08-01-2026 08:29 AM,sar,"sar 11,327.05",0.00,1477.44,1,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-482247,G-84539,SP01,STE-39,FLEX,OTA - Booking,CANCEL,"May 05, 2026",May 08 2026,2026-04-04 14:44:00,SAR,SAR5195.55,0%,SAR 677.68,1,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-085501,g-43027,SP01,DLX105,FLEX,Direct,CONFIRMED,Jan 25 2026,Jan 26 2026,14-01-2026 10:30 AM,SAR,2475.12,0.00,322.84,1,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-327694 ,G-16617,soudah-01,DLX-206,FLEX,Direct,CONFIRMED,20/03/26,26-03-2026,2026/02/19 21:41,SAR,12654.59,0.00,"SAR 1,650.60",NULL,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-213292,G60543,SP-01,185,FLEX,Expedia,CONFIRMED,2026-03-17,Mar 19 2026,2026-01-04T23:25:00Z,SAR,"SAR 2,531.40",0%,SAR 330,4,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-212331,g-08580,SP01,68,FLEX,Direct,CONFIRMED,"March 15, 2026","March 17, 2026",2026/02/25 19:49,SAR,"SAR 2,639.55",0.00,SAR344.29,2,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-825249, G-48067 ,SOUDAH_1,24,FLEX,Expedia,CONFIRMED,29/05/26,May 31 2026,03-04-2026 05:39 AM,SAR,3722.90,0%,SAR 485.60,four,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK130667,NA,soudah-01,DLX-71, flex ,Direct,CONFIRMED,19/05/26,2026-05-24,2026/05/01 07:04,SAR,7637.23,832.59,SAR996.16,NA,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-918062,g-57754,SP01,DLX-188,FLEX2026,Corporate,cnf,12-05-2026,May 15 2026,2026-03-17 07:47:00,SR,SR6621.32,0.00,VAT: SR 863.65,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-755069, G-04700 ,SP01,STE-41,FLEX,Direct,HOLD,2026-03-12,Mar 16 2026,2026-01-09 07:37:00,sar,6570.58,0.00,857.03,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-958843, G-42198 ,SP01,STE133,FLEX,booking.com,CONFIRMED,"April 23, 2026","April 28, 2026",2026-03-08 11:34:00,S.A.R,SAR 5370,818.22,700.49,2,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-914267,NA,SP-01,DLX-68,FLEX,Direct,CONFIRMED,2026-05-07,2026-05-13,2026-02-24 08:52:00,SAR,SAR 10922,,1424.64,2,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-826022,g-25523,soudah-01,DLX-182,FLEX,Direct,CONFIRMED,20/02/26,22-02-2026,2026-01-24 07:09:00,SAR,3457.34,0%,SAR450.96,4,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-018790 ,G-71086,SP01, STE-42 ,FLEX2026,Expedia,CONFIRMED,Jun 07 2026,11/06/26,2026-03-15T10:15:00Z,SAR,SAR3985.31,0%,SAR 519.82,3,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK125404, G-79352 ,SP-01,185,FLEX,Travel Agent,CONFIRMED,Jun 16 2026,23-06-2026,2026/03/31 20:55,SAR,5170.09,302.81,SAR 674,2,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-469235,g-81190,SP-01,DLX-45,FLEX,Direct,CONFIRMED,2026-04-29,05-05-2026,21-03-2026 10:01 PM,SR,"SR 13,101.33",0%,"SR 1,708.87",3,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-606159,G-37041,soudah-01,VIL-212,FLEX2026,Expedia,CONFIRMED,Mar 09 2026,13-03-2026,2026-01-30 07:01:00,SAR,"SAR 7,621.70",7%,994.14,1,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-991307 ,g-51842,SP-01, VIL-155 ,ADV,Direct,CONFIRMED,2026-03-31,06/04/26,2026-03-11T22:07:00Z,sar,"sar 10,874.25",10%,SAR 1418,4,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-893771 ,G-19885,SP01,36,ADV,OTA - Booking,CANCELLED,10/06/26,Jun 17 2026,17-03-2026 11:37 PM,SAR,7195.15,NULL,SAR 938,four,2,Allergy: nuts,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-322502,G13024,SP01,STE106,FLEX,OTA - Booking,CONFIRMED,2026-05-28,"May 30, 2026",2026/04/09 10:59 +0530,S.A.R,VAT: SAR 4076,0.00,S.A.R 531.61,3,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-449007,G-83732,SP-01,182,FLEX,booking.com,CANCELLED,07/03/26,Mar 14 2026,2026/03/06 08:06,sar,SAR 17063,0%,2225.57,1,3,,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK843288, G-80417 ,SP-01, DLX-1 ,ADV,Corporate,CONFIRMED,16-02-2026,2026-02-22,2026/02/05 03:48,sar,"6,123.51",0.00,sar798.72,3,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-488180,g-82799,SP-01,171,FLEX,Direct,CONFIRMED,02-03-2026,"March 09, 2026",2026/02/14 22:43 +0530,SAR,VAT: SAR 7493,424.84,SAR 977,NA,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-553824, G-29634 ,soudah-01, STE-126 ,FLEX,Direct,CANCEL,09/02/26,"February 10, 2026",2026-01-06T14:28:00Z,sar,SAR 537,0.00,SAR 70,2,0, airport pickup ,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-288399 ,g-31714,soudah-01,DLX175,ADV,Expedia,CONFIRMED,Mar 06 2026,2026-03-09,2026-01-26 03:28:00,SAR,"4,052.71",0.00,SAR 528.61,3,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-487155,G-22592,SOUDAH_1,DLX-159,ADV,Expedia,cnf,12-03-2026,"March 18, 2026",15-02-2026 09:25 AM,SAR,SAR13252.64,0.00,"1,728.61",three,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-704495,G-54538,soudah-01, STE-195 ,FLEX2026,OTA - Booking,CONFIRMED,06/04/26,11/04/26,2026-01-13T10:58:00Z,SAR,"SAR 8,277.83",0.00,1079.72,4,two,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-725915,G-42462,SP01,DLX-193,FLEX,Travel Agent,CONFIRMED,"May 25, 2026",01-06-2026,2026-03-25T01:36:00Z,SAR,VAT: SAR 13008,0%,SAR 1697,2,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-837149,G-26802,soudah-01, STE-163 ,ADV,Direct,CONFIRMED,"April 20, 2026",Apr 21 2026,2026-01-26 19:35:00,SAR,SAR 2403,0.00,313.48,three,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-194118,g-09310,SP01,142,ADV,Direct,CONFIRMED,Apr 01 2026,03-04-2026,2026-01-21 19:14:00,SAR,1072.35,0.00,SAR139.87,3,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-617124,G-05698,SP01, DLX-151 , flex ,booking.com,CONFIRMED,2026-03-30,03/04/26,2026/01/20 23:41 +0530,SAR,"SAR 3,281.76",0%,VAT: SAR428.06,3,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK306807,g-37327,SP01,DLX115,FLEX,Direct,CONFIRMED,2026-04-18,23/04/26,2026/02/10 11:04,SAR,SAR2616.56,0%,341.29,4,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-776529,G-78742,SP-01,STE185,FLEX,booking.com,CONFIRMED,11/02/26,2026-02-13,08-01-2026 01:58 AM,SR,"2,576.39",NULL,VAT: SR336.05,2,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-828730,G-76890,soudah-01, DLX-67 ,FLEX,Direct,CONFIRMED,Mar 31 2026,07/04/26,2026/01/05 21:49,S.A.R,"S.A.R 4,200.78",0%,S.A.R547.93,3,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK014119,G-16879,SP-01,190,FLEX,OTA - Booking,CONFIRMED,Apr 28 2026,02-05-2026,2026/03/11 11:03,SR,5857.55,0.00,SR764.03,4,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK745958,g-17912,SP-01, STE-23 ,FLEX,booking.com,HOLD,"January 23, 2026","January 30, 2026",2026-01-02T14:35:00Z,SAR,"13,353.36",822.88,SAR1741.74,2,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-151649,G-75619,SOUDAH_1,59,FLEX2026,Expedia,CONFIRMED,Jan 31 2026,Feb 05 2026,2026-01-27 13:05:00,SAR,"VAT: SAR 6,222.80",0.00,SAR 811.67,4,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK948495,G-45829,soudah-01,DLX60,FLEX,Direct,CONFIRMED,"May 20, 2026","May 22, 2026",02-04-2026 09:28 AM,S.A.R,2452.04,0.00,319.83,3,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-325641,g-13164,SOUDAH_1, VIL-117 ,FLEX2026,Direct,CONFIRMED,Jun 28 2026,"July 03, 2026",2026/04/20 08:22,SAR,"SAR 5,750.41",0%,SAR 750.05,1,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-896205,G-95732,SP01,DLX187,FLEX,Expedia,CONFIRMED,Apr 09 2026,Apr 10 2026,2026/01/20 20:30,SR,1353.87,0.00,176.59,one,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-369812,G-16672,SP01,45,FLEX,Direct,CANCEL,2026-06-03,04-06-2026,2026/05/01 08:54,SR,"SR 2,019.48",0.00,VAT: SR 263.41,2,2, airport pickup ,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-878946,G72252,soudah-01,190,FLEX,OTA - Booking,CONFIRMED,2026-05-26,2026-05-30,2026-04-04 18:57:00,SAR,"SAR 6,535.22",,SAR 852,1,NA, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-619242,G-83955,SP01, STE-8 ,ADV,Corporate,CONFIRMED,17-04-2026,"April 23, 2026",2026/03/09 09:29,S.A.R,"13,005.69",0.00,"S.A.R 1,696.39",4,NULL,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-000278,g-30959,SP01,214,FLEX2026,Direct,CONFIRMED,"March 04, 2026","March 08, 2026",01-02-2026 01:22 PM,SAR,SAR6939.81,0%,905.19,3,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-550657 ,G-95068,SP01,STE-178,ADV,Direct,HOLD,12/03/26,13-03-2026,07-03-2026 07:45 PM,SAR,"SAR 1,987.38",0.00,259.22,2,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-360256,G-62834,soudah-01,DLX-140,FLEX,Expedia,CONFIRMED,29-03-2026,"March 31, 2026",2026/02/23 14:38,sar,4902.59,0%,639.47,three,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-490486,G07859,SP01,STE147,FLEX,OTA - Booking,CONFIRMED,07/07/26,11-07-2026,2026-04-16T07:36:00Z,SAR,"9,584.42",0%,1250.14,1,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-950428,g-53923,soudah-01,214,FLEX,OTA - Booking,HOLD,"May 09, 2026",10/05/26,2026/04/25 07:25,SAR,SAR 1700,0%,SAR 222,4,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-070701,g-74007,SOUDAH_1,DLX180,FLEX2026,OTA - Booking,cnf,"April 07, 2026",2026-04-14,2026/01/26 22:07,SAR,VAT: 6007.43,0%,SAR 783.58,four,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-265231,G43565,SP01,106,FLEX,Direct,CANCEL,"March 14, 2026",Mar 17 2026,2026-01-30 14:24:00,sar,"sar 7,262.16",0%,sar 947.24,2,3,Extra pillows,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-120656,G20212,soudah-01,VIL179,FLEX,Direct,CONFIRMED,15/03/26,16-03-2026,2026-02-23T10:25:00Z,SR,SR830.35,0%,SAR 108,two,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-311040 ,g-76589,soudah-01,DLX-117,FLEX,Direct,CONFIRMED,20/02/26,27/02/26,2026/01/02 22:45,sar,sar5561.79,0.00,SAR 725,2,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-603882,G-01190,SP01,VIL206,FLEX,Expedia,CANCELLED,2026-02-19,20/02/26,2026-01-17 03:08:00 +0000,SR,1275.84,0.00,SR166.41,2,0,Extra pillows,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-839203,G-71119,soudah-01,VIL77,FLEX,Direct,CONFIRMED,Mar 25 2026,30/03/26,2026-03-13 01:14:00,SAR,SAR10559.47,5%,SAR1377.32,3,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-068772,G43016,SOUDAH_1,DLX32,FLEX,booking.com,CONFIRMED,"April 06, 2026",12/04/26,13-03-2026 06:18 PM,SAR,SAR13133.46,0%,"SAR 1,713.06",4,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-527602 ,g-35798,SP01,STE-183,FLEX,OTA - Booking,CONFIRMED,17/06/26,24-06-2026,08-04-2026 10:28 PM,sar,VAT: sar13007.94,0%,"1,696.69",three,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-333547,G-50496,SP01,89,ADV,Expedia,CANCEL,04-05-2026,2026-05-08,17-03-2026 11:15 PM,SAR,VAT: 8068.48,0.00,SAR1052.41,2,two, airport pickup ,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-460890, G-34652 ,SP-01,STE5,FLEX,Direct,CONFIRMED,"June 08, 2026","June 11, 2026",2026-04-14 17:49:00 +0000,SAR,SAR6507.15,0%,VAT: 848.76,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-633631,,SOUDAH_1, DLX-84 ,FLEX,Direct,CONFIRMED,2026-03-07,2026-03-13,2026-02-23 11:29:00,SAR,"3,324.27",0.00,433.60,1,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-291134,g-11542,soudah-01,DLX171,FLEX,Direct,CANCELLED,"April 20, 2026",27-04-2026,23-02-2026 11:49 PM,SR,"SR 7,031.74",0.00,917.18,2,3,Extra pillows,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK947382,g-56945,soudah-01,DLX-188,FLEX,Direct,CONFIRMED,2026-06-22,29/06/26,2026-04-16 21:56:00,SAR,"SAR 14,084.52",0.00,1837.11,NA,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-418283, G-10106 ,SP01,STE208,ADV,Direct,CONFIRMED,2026-03-22,Mar 28 2026,2026/01/13 11:49,SAR,SAR7121.25,,SAR 929,3,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-557236,G-08360,SP01, DLX-204 ,FLEX,Corporate,HOLD,06/04/26,07-04-2026,23-01-2026 07:30 PM,SAR,SAR 742,0%,SAR96.76,2,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-652798,G-29499,SP-01,4,FLEX,Travel Agent,CONFIRMED,"March 17, 2026","March 21, 2026",2026-02-23 14:06:00,SR,"8,498.51",0.00,1108.50,NA,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-021488 ,G-38932,SP-01,VIL162, flex ,OTA - Booking,cnf,2026-05-31,01/06/26,2026/04/26 21:37,SAR,"2,036.92",9%,SAR 265.69,2,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-834563,G94683,SP01,103,FLEX2026,Direct,CONFIRMED,18-04-2026,Apr 25 2026,2026/04/11 03:24,SAR,14343.41,0.00,SAR 1871,4,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-500908,G-91622,soudah-01,DLX-26,FLEX,Corporate,CANCELLED,2026-03-03,"March 10, 2026",2026-02-07 18:37:00,SAR,VAT: SAR 8657,1814.80,"SAR 1,129.15",1,0,High floor,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-861707,g-59558,soudah-01,STE95,FLEX,Direct,CONFIRMED,05-05-2026,09/05/26,2026-04-23 04:54:00,sar,VAT: SAR 5287,0.00,689.59,3,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-842414, G-39115 ,SP01, DLX-102 ,FLEX,Direct,CONFIRMED,"March 25, 2026",29/03/26,2026-01-26 15:14:00 +0000,SAR,6484.58,0%,845.81,2,NULL,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK369227,G-47716,SP01,VIL34,FLEX,booking.com,CONFIRMED,"February 10, 2026","February 11, 2026",2026-01-08 12:03:00 +0000,sar,sar1526.21,0.00,sar199.07,4,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-965989,G-81342,SP01, STE-66 ,FLEX,OTA - Booking,CANCELLED,"March 05, 2026",07/03/26,2026/01/28 06:45,SR,"SR 1,743.37",15%,227.40,4,1,Allergy: nuts,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-096869,g-95507,soudah-01,DLX-39,FLEX,Direct,HOLD,11-03-2026,"March 14, 2026",2026/02/22 01:19,SR,6533.03,0.00,VAT: 852.13,2,two,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-326019, G-55491 ,SP01,148,ADV,OTA - Booking,CONFIRMED,19-06-2026,2026-06-25,06-04-2026 10:21 AM,SAR,4687.05,0.00,SAR 611.35,2,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-415437,g-33073,soudah-01, STE-40 , flex ,OTA - Booking,cnf,May 10 2026,"May 12, 2026",2026-04-23 21:44:00,SR,4504.65,0%,SR 587.56,NULL,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK222123,G-31243,soudah-01,132,FLEX2026,Expedia,CONFIRMED,"March 10, 2026",Mar 15 2026,2026-02-18 07:30:00,SAR,"SAR 5,232.00",0.00,SAR682.44,3,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-249872,g-35986,SOUDAH_1, DLX-39 ,FLEX,Direct,CONFIRMED,"February 20, 2026",2026-02-21,2026/01/10 13:42,S.A.R,1251.93,13%,S.A.R 163.30,1,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-160673,G-26077,SP01,DLX-52,FLEX,Direct,CONFIRMED,Apr 01 2026,02/04/26,2026-03-10T12:01:00Z,SAR,2268.29,0.00,SAR 295.86,2,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-333910 ,g-90864,soudah-01, DLX-216 ,FLEX,OTA - Booking,CONFIRMED,"March 12, 2026",Mar 18 2026,2026/03/05 14:17,S.A.R,"S.A.R 3,278.53",0.00,VAT: 427.63,1,three,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-142073,g-12586,SP-01,DLX145,ADV,Direct,CONFIRMED,"April 28, 2026","May 01, 2026",2026-02-01 11:53:00,SAR,4263.12,0%,556.06,3,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK059502,g-91840,soudah-01, STE-120 ,FLEX,Direct,CONFIRMED,22-05-2026,May 27 2026,2026-05-01T18:10:00Z,sar,SAR 5029,9%,VAT: sar 655.97,1,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-887910,g-92233,SP01,138,FLEX,Direct,CONFIRMED,"May 03, 2026",08/05/26,2026-03-23 16:53:00,SAR,"SAR 4,398.36",0%,SAR 573.70,4,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-232873 ,G-58451,soudah-01,141,ADV,Travel Agent,CONFIRMED,30/04/26,01/05/26,25-03-2026 12:05 AM +0530,SAR,SAR1054.92,0%,137.60,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-168712 , G-58135 ,SP-01,DLX-211, flex ,Direct,CONFIRMED,2026-05-26,May 30 2026,2026-03-20T03:42:00Z,SAR,7098.66,7%,SAR 926,3,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK170511,G77680,SOUDAH_1, STE-206 ,ADV,Direct,CONFIRMED,26/04/26,May 02 2026,2026-02-21T05:51:00Z,SAR,SAR 5254,0.00,VAT: SAR 685,4,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-987198,g-26640,SP01,129,FLEX2026,Direct,CONFIRMED,Jan 28 2026,04/02/26,25-01-2026 09:50 PM,SAR,6329.03,0%,825.53,4,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK845837,g-86406,soudah-01,DLX-76,ADV,Direct,CONFIRMED,Apr 03 2026,"April 05, 2026",07-02-2026 09:52 AM,SAR,"SAR 3,738.48",749.36,VAT: 487.63,4,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK401710,G84605,SP01,DLX81,ADV,booking.com,CANCELLED,11/03/26,Mar 15 2026,2026/02/07 23:32,SAR,6785.64,,SAR885.08,NULL,0,,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-678932,G-69305,SP01,DLX-144,ADV,OTA - Booking,CONFIRMED,"April 01, 2026",Apr 06 2026,13-02-2026 09:44 PM,sar,SAR 5592,533.30,VAT: SAR 729,four,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-384593 ,g-77543,SP01,STE23,FLEX,Direct,CANCELLED,"July 07, 2026",12/07/26,2026-04-19T21:00:00Z,SAR,SAR12005.72,0%,SAR1565.96,3,0,High floor,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-961372, G-60655 ,SOUDAH_1, VIL-150 ,ADV,OTA - Booking,CONFIRMED,08-04-2026,13/04/26,05-04-2026 01:55 PM,SAR,"SAR 9,349.05",0.00,SAR 1219,2,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
