payment_id,booking_id,paid_at_raw,payment_method,payment_status,amount_raw,fee_raw,refund_amount_raw,gateway_ref,notes,source_file,ingested_at
 PAY-083150 ,bk-238964,2026/01/27 09:57,visa card,SUCCESS,"SAR 1,336.31",SAR 6.38,0.00,STRIPE_DKVMDZNRNPJX,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-121192,BK-985569,2026-02-20 11:08:00,Card,SUCCESS,"2,426.06",2.0%,,STRIPE_4A97XJ1GOQFT,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY437035,bk-636129,2026-01-02 07:07:00,Apple Pay,SUCCESS,"SAR 1,641.27",16.58,0.00,STRIPE_6N5XAE10MJDP,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-782344,bk-636129,2026-01-02 07:24:00,VISA,SUCCESS,SAR631.11,2.5%,,STRIPE_K6SICIIAJ46R,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-788495 ,BK-960763,2026/03/29 13:10,MASTERCARD,SUCCESS,SAR 1779,13.17,0,,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-917368 ,BK064462,31-01-2026 11:53 PM,VISA,SUCCESS,SAR611.73,SAR 25.67,,STRIPE_K02CF34V0SSS,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-832446, BK-389993 ,2026/02/15 14:26,Apple Pay,SUCCESS,"SAR 1,490.10",SAR 34.53,0.00,STRIPE_SXFZ9NQDIV78,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-071231,bk-036245,22-04-2026 12:06 AM,VISA,SUCCESS,SAR598.28,SAR 17.44,0,STRIPE_6OXPQ685T4VD,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY243544, BK-794463 ,2026-04-23T19:53:00Z,MASTERCARD,SUCCESS,"SAR 1,349.57",28.54,0,STRIPE_S8FLH7UX43IJ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-114043, bk-953861 ,30-04-2026 04:10 PM,Apple Pay,SUCCESS,1761.40,SAR 17.97,0,STRIPE_HYS4XK0H2MYL,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-213975,bk-936455,2026/02/21 15:36,Apple Pay,SUCCESS,"1,821.60",20.78,0,STRIPE_4PFYFSLXS8BC,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-526747,bk-372366,13-04-2026 07:57 PM,VISA,SUCCESS,VAT: SAR2374.44,2.2%,,STRIPE_W3XFB1QOX96B,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-703816,BK-559841,2026-03-28 09:00:00,MASTERCARD,SUCCESS,"SR 1,284.65",29.39,0.00,STRIPE_82I2QRDDOEYZ,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY934847,BK-559841,28-03-2026 09:17 AM,AMEX,FAILED,SAR 389.14,SAR 11.54,0,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-111495,BK-082534,20-05-2026 01:41 PM,AMEX,SUCCESS,1977.92,22.71,0,STRIPE_PI4X0N3G90UJ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-548181,BK-082534,2026-05-20T13:58:00Z,visa card,S,2298.48,2.8%,,STRIPE_X1GKGXOPSB0Y,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-001490,BK-017346,2026-01-27T18:51:00Z,MASTERCARD,SUCCESS,SAR1614.55,1.2%,,STRIPE_VPEVKKVKRDJJ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-428121,BK217933,2026/04/27 19:46,MASTERCARD,SUCCESS,2354.14,32.22,,STRIPE_PHUEHP0KIRUC,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-523393, BK-568660 ,2026/05/06 13:25 +0000,Apple Pay,SUCCESS,"SAR 2,211.30",53.47,0,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-817557,BK-182039,2026-03-18 06:29:00,VISA,SUCCESS,"1,764.71",31.99,0.00,STRIPE_SPEUR5LA7AWA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-451459,bk-022724,2026-01-19T22:25:00Z,cash,SUCCESS,"1,877.16",SAR 52.91,0.00,STRIPE_UA2KWM3A2NC1,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-215586 , bk-022724 ,2026/01/19 22:42,VISA,SUCCESS,SAR 277,6.3%,0.00,STRIPE_0CMUF7YSG8H8,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-302338,BK554720,2026/04/29 14:56,visa card,SUCCESS,SAR1504.85,1.8%,,STRIPE_IPBW52QG3HQ9,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-343277, bk-854892 ,2026/01/21 19:07,VISA,SUCCESS,S.A.R430.36,SAR 20.79,0.00,STRIPE_KQYLQXYL53CN,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-977731,BK-309798,2026/05/12 11:01,MASTERCARD,SUCCESS,2385.41,2.3%,,STRIPE_9ECB5WGSDK76,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-464643,BK-309798,12-05-2026 11:18 AM,AMEX,SUCCESS,616.54,10.82,0.00,STRIPE_7VT23T5XZZ9V,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-826869, BK-415388 ,2026-04-04T16:06:00Z,VISA,SUCCESS,2057.08,46.30,,STRIPE_9BR6K9NK2Q55,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-740191,BK-459260,03-01-2026 05:32 PM,Apple Pay,SUCCESS,SR 745.60,SAR 11.19,NULL,STRIPE_X7KFIRL8LXP2,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-678525,bk-101174,2026/03/12 07:22,Card,SUCCESS,SAR1842.60,SAR 25.62,,STRIPE_NIATKFVWED2J,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-011075,bk-101174,2026-03-12 07:39:00,Apple Pay,SUCCESS,S.A.R1853.76,3.0%,0.00,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-401855,BK-184637,22-02-2026 09:33 AM +0000,VISA,PENDING,SAR1686.63,45.10,0.00,STRIPE_1OM811A0LCHC,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-371726, bk-009816 ,2026/01/25 17:41,Card,SUCCESS,SAR1645.42,10.22,0,STRIPE_DUWPL805VB8J,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-137121, bk-750623 ,2026-05-05T15:34:00Z,AMEX,SUCCESS,633.68,1.5%,,STRIPE_58NLATRJ2XIG,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-045532,bk-750623,2026/05/05 15:51,Apple Pay,SUCCESS,"2,067.65",SAR 19.01,0,STRIPE_IY5GFVB35EJ5,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-149189 , BK-386078 ,09-03-2026 08:40 PM,Apple Pay,S,SAR 496.35,6.57,0,STRIPE_XRJJNZ9H4HE5,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-664147,BK-639917,08-02-2026 08:45 PM,Card,S,VAT: SAR1250.66,2.1%,,STRIPE_CJAT4X6QQS6G,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-365134,BK-159937,2026/04/28 13:44,VISA,PENDING,693.17,11.15,0,STRIPE_U21T28POLHMB,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-792439, BK-335844 ,17-03-2026 07:14 PM,Apple Pay,SUCCESS,801.54,9.24,0.00,STRIPE_Q3SW3WJMCSBW,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-987964, BK-335844 ,17-03-2026 07:31 PM,Card,SUCCESS,1381.69,18.92,0.00,STRIPE_RA23J0BDFI9A,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-703399 , bk-578047 ,2026-05-17 22:38:00 +0000,VISA,SUCCESS,1468.67,22.07,0.00,STRIPE_ZDWU4F9KBP5I,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-233621 ,BK206677,2026-04-14 14:11:00,Card,PENDING,"1,336.80",SAR 20.54,,STRIPE_SAANQBMJ6VCJ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY727635,bk-030455,27-04-2026 11:01 AM,Card,SUCCESS,SAR899.06,SAR 27.84,0,STRIPE_J84XHFQ5DJUP,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY624126, BK181763 ,2026-05-15T02:32:00Z,VISA,SUCCESS,sar451.70,1.3%,0.00,STRIPE_UGVIRFC327X2,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY973189, BK-099102 ,2026-04-01T01:11:00Z,visa card,SUCCESS,SAR 1882,0.8%,,STRIPE_CUI0T196ILVV,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-033220, bk-090545 ,2026-02-04 14:33:00,VISA,S,413.08,SAR 14.20,0,STRIPE_S43KG6AVIUVC,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-704341,bk-090545,2026/02/04 14:50,MASTERCARD,SUCCESS,1692.34,22.31,,,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-819532,BK-277870,2026-02-14T21:19:00Z,Apple Pay,SUCCESS,"SAR 1,290.57",2.4%,0,STRIPE_K2SH6JDQQ5GE,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-966257,BK-277870,14-02-2026 09:36 PM,VISA,SUCCESS,VAT: SAR 2471,SAR 31.99,,STRIPE_XX3PB6KUTBTG,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-155422, BK-342753 ,2026/04/29 11:13,Card,SUCCESS,462.60,5.9%,,STRIPE_8D2VCDG3XRAD,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-998341,BK413003,2026/02/28 12:47,Apple Pay,SUCCESS,2037.24,2.9%,0,STRIPE_P9UT566WADSZ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY731285, bk-974426 ,06-04-2026 09:55 PM,VISA,SUCCESS,SAR689.58,11.94,0.00,STRIPE_4SK2RI00TNJY,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-749589,bk-974426,2026-04-06 22:12:00,VISA,SUCCESS,SAR2217.60,SAR 47.35,0.00,STRIPE_XK0A986LJB0Q,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-441687,BK626473,2026/04/20 02:05,visa card,SUCCESS,SAR2292.59,2.6%,0,STRIPE_PB94FNSHHHQ3,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY177697,BK-872090,2026-04-26T05:44:00Z,VISA,SUCCESS,1394.37,24.67,0,STRIPE_EQXIRXS2M77U,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-019769, BK310969 ,2026-01-28T19:37:00Z,MASTERCARD,S,"SAR 1,838.36",1.6%,0,STRIPE_ZIQWKZV9PRJD,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-571830, bk-566260 ,2026-02-12 20:11:00 +0530,visa card,SUCCESS,sar 707.47,SAR 16.61,,STRIPE_RN4V0OAGK6AM,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-234046,bk-566260,2026-02-12T20:28:00Z,cash,S,562.47,SAR 7.91,0.00,STRIPE_KPATR7IG7HUV,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-913569, BK-441564 ,2026-01-22 18:28:00,cash,SUCCESS,SAR2233.89,0.7%,0,STRIPE_RHV7HZ301DFU,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-219425,  BK-135411  ,17-02-2026 08:37 AM GMT,MASTERCARD,SUCCESS,738.29,SAR 13.09,0,STRIPE_2LFSUSYKNVA7,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-437653,BK-580501,2026/04/07 21:09 +0530,visa card,SUCCESS,SAR 329.77,5.6%,172.92,STRIPE_N334N3TY8F6X,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-541853, BK-580501 ,07-04-2026 09:26 PM,Apple Pay,FAILED,SAR462.84,SAR 52.13,0,STRIPE_AIURD2ZT9R0L,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-951916, BK800385 ,2026/04/10 07:15 +0000,MASTERCARD,SUCCESS,"2,309.78",SAR 38.16,,STRIPE_IHCODQZT7WTG,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-092487, BK-504439 ,2026-02-19 09:16:00,MASTERCARD,SUCCESS,"1,609.55",SAR 45.95,0,STRIPE_Y8ZDHJKUH6YX,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-181248,BK-511988,12-01-2026 02:47 PM GMT,VISA,SUCCESS,SAR 1862,SAR 22.01,,STRIPE_XQ5HJ1FHWFLY,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-113662,BK-607176,2026-04-27T02:41:00Z,Card,SUCCESS,SAR 292.46,SAR 25.94,137.50,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-153405, BK362647 ,2026-01-21 16:37:00 GMT,VISA,PENDING,"1,316.50",2.0%,,STRIPE_K3ZUID6CB27E,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-438065, BK362647 ,2026/01/21 16:54,MASTERCARD,SUCCESS,213.21,SAR 18.84,0.00,NULL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-239201, BK-621608 ,2026/01/11 21:18,MASTERCARD,SUCCESS,SAR 614,1.4%,0,STRIPE_3VRH0TIMR10L,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-301053,bk-936455,28-04-2026 12:10 AM,MASTERCARD,SUCCESS,364.70,SAR 4.58,215.20,STRIPE_01O5G3ERC1NU,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-534811,BK-553465,2026-03-16T09:37:00Z,MASTERCARD,S,"1,484.60",20.76,0,STRIPE_9L6N72GVV4T2,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-310739, BK-601175 ,2026/04/21 14:10 +0530,VISA,SUCCESS,616.21,12.79,NULL,STRIPE_WW247QR4571C,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-604963,BK-985569,13-03-2026 09:44 PM GMT,VISA,S,1021.01,10.19,,STRIPE_62062J3AM606,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-947035,BK-485248,12-04-2026 11:07 AM,Card,PENDING,"SAR 1,495.24",21.04,0,STRIPE_XZNWJMO9KTL6,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY335612,bk-139805,04-01-2026 10:57 PM,VISA,S,SAR 246,5.98,0,STRIPE_TLNB7LD1OMD3,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-501124,bk-139805,04-01-2026 11:14 PM,visa card,SUCCESS,SAR 649,SAR 15.95,,,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-621576,BK701095,2026-03-22 11:31:00 +0000,VISA,PENDING,"SAR 1,475.39",SAR 25.19,,STRIPE_ULOVHIAD1VNL,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-235343,bk-961706,2026-01-26T21:28:00Z,Card,PENDING,264.17,3.9%,,STRIPE_93PYWBN217G5,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-127032,BK300821,2026-01-23T05:46:00Z,MASTERCARD,PENDING,SAR 784.76,10.24,0,STRIPE_GU34D73VDSEY,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY758668,BK300821,2026/01/23 06:03,VISA,SUCCESS,SAR 1450,2.2%,0,STRIPE_P3DM4I7XQB4G,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-843841 , BK-425806 ,2026-03-05 20:52:00,Card,SUCCESS,SAR 1035,23.50,NULL,STRIPE_2KNGF566I2BS,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-823577,bk-712272,2026/05/07 15:10,MASTERCARD,SUCCESS,sar 937.88,2.9%,0.00,STRIPE_SLPZWV1PBAKV,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-729393 ,bk-712272,2026-05-07T15:27:00Z,Apple Pay,SUCCESS,SAR 962,14.94,0.00,STRIPE_JM9LKESH5NLS,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-196353, bk-988757 ,2026-01-16 02:18:00 GMT,MASTERCARD,SUCCESS,S.A.R 256.75,20.45,,STRIPE_WIEUWUOGYVPD,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-639488,bk-964238,06-01-2026 07:46 AM,visa card,SUCCESS,SAR 1538,SAR 5.02,,STRIPE_AQ2DSCPPZPC4,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-381752,bk-964238,06-01-2026 08:03 AM,VISA,SUCCESS,"1,517.04",SAR 11.70,0,STRIPE_NSSHDUL9ZKU5,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-017298,bk-264951,2026/04/04 19:04,VISA,SUCCESS,1259.29,14.76,0.00,STRIPE_L0EG4DKU8WKD,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-370409,BK399831,19-03-2026 11:32 PM,VISA,SUCCESS,VAT: sar 368.23,SAR 29.93,0.00,STRIPE_5JM9RCFYVW47,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-439624, bk-575521 ,2026-01-09T00:54:00Z,VISA,S,2215.38,1.3%,,STRIPE_QDRSLVD89H58,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-064968,bk-575521,09-01-2026 01:11 AM +0530,cash,SUCCESS,SAR 1140,1.0%,,,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY414450, bk-256606 ,07-04-2026 12:13 PM,VISA,FAILED,331.25,SAR 27.33,0.00,STRIPE_278410M1CNRM,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY186042,bk-256606,2026/04/07 12:30,MASTERCARD,PENDING,SAR 1878,7.82,0,STRIPE_MVHTT5XQ2L20,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-291784, BK016255 ,2026-03-17 21:23:00,VISA,SUCCESS,SAR 351.33,SAR 28.60,,STRIPE_LXVPU0SWHMA1,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-782821, BK-872846 ,2026-02-08 13:40:00,Card,SUCCESS,SAR1133.29,0.5%,0.00,STRIPE_U5RIKC33YC3Z,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-783960 , bk-456814 ,2026-01-02T13:38:00Z,Apple Pay,SUCCESS,836.54,3.3%,,STRIPE_8XW3VZ5C3UA9,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-116216,bk-124330,2026-02-03 08:14:00,MASTERCARD,FAILED,SAR 83,SAR 18.40,,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-994343, bk-743349 ,2026-05-09T20:35:00Z,VISA,S,2038.63,2.4%,0,STRIPE_62YEY25S4465,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-587472, BK-658287 ,2026/05/03 05:14 GMT,cash,SUCCESS,454.18,11.38,0.00,STRIPE_6YUXDB6VNBC9,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-176540, BK762799 ,27-02-2026 10:23 AM +0000,MASTERCARD,SUCCESS,"SAR 1,067.38",1.2%,,NULL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-972192,BK762799,2026-02-27T10:40:00Z,visa card,SUCCESS,SAR2295.62,SAR 45.09,,STRIPE_GS3QJMW42SAL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY370057,BK-612533,2026/01/29 11:30,AMEX,SUCCESS,"SAR 2,286.08",2.3%,,STRIPE_DA8IVZD7ACMU,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-071274,BK-388938,2026/03/21 11:06,VISA,S,SAR 696.31,11.48,0.00,STRIPE_SF6854H7G63T,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-230738,BK-388938,2026-03-21 11:23:00,visa card,SUCCESS,"SAR 1,382.24",0.9%,,STRIPE_ZQXEQTZV667L,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-396858,BK-728135,2026/02/16 05:37,MASTERCARD,SUCCESS,sar 929.47,17.17,0.00,STRIPE_0TY0XZDVQ62H,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-793090 ,BK226224,12-04-2026 10:10 AM +0530,MASTERCARD,SUCCESS,683.79,2.5%,0.00,STRIPE_F7MCBLQA0EH9,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-817076 ,BK226224,2026/04/12 10:27,VISA,FAILED,359.75,2.5%,0,STRIPE_HYPPPRC7V6IQ,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-125515, bk-789300 ,31-03-2026 11:34 AM,MASTERCARD,SUCCESS,SAR 1467,SAR 7.79,0.00,STRIPE_KA0IY9ZRGLXY,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY096747,bk-369703,2026-01-17 17:00:00,MASTERCARD,SUCCESS,"1,107.89",1.7%,0.00,STRIPE_J0SCVE5BX06G,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-119020,bk-369703,2026/01/17 17:17,VISA,SUCCESS,VAT: sar1825.98,16.13,,STRIPE_TV78IGNET03Z,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY120414,BK-795703,2026/03/07 18:34,visa card,SUCCESS,"1,651.25",17.43,0.00,NULL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-984858, BK658658 ,2026-04-16 02:38:00,VISA,SUCCESS,SAR 759,1.5%,0.00,STRIPE_QZDLKKEPFGNH,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY964929,bk-168461,02-01-2026 03:48 AM,visa card,SUCCESS,SAR1702.88,SAR 8.63,0.00,STRIPE_LVCEO5NO2911,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-315119, BK-950428 ,2026-05-09T09:10:00Z,MASTERCARD,FAILED,SAR67.97,36.0%,58.55,STRIPE_8MVLWSNS68JP,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-978137,  BK-497259  ,2026/05/15 10:54,VISA,SUCCESS,"1,851.85",27.96,0.00,STRIPE_4X1TQE474IVF,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-290518, BK-497259 ,15-05-2026 11:11 AM,VISA,SUCCESS,SAR1331.73,18.83,0,STRIPE_ONTPKKCB1ZOI,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-748486,BK628775,2026/01/30 07:40,AMEX,SUCCESS,"2,480.80",49.10,,STRIPE_UQ6V1LOQ2583,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-860306 ,BK-943436,2026-05-05 17:55:00,Apple Pay,S,SAR 2164,1.7%,0,STRIPE_J9XRQKR343VE,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-067112,bk-070656,2026-01-20T02:48:00Z,VISA,SUCCESS,SAR 1077,31.05,0,STRIPE_KXCZA2OA8JFO,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY123164,BK-879952,2026/04/20 23:29,visa card,SUCCESS,SAR 524.07,29.91,0,STRIPE_1HKA2N655CXM,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-436177 , BK694758 ,2026-01-13 02:54:00,VISA,SUCCESS,VAT: SAR1694.41,2.3%,,STRIPE_W03FKW1BUUKU,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-925106 ,BK376014,2026/01/01 05:54,visa card,SUCCESS,264.26,3.7%,SAR 41.68,STRIPE_6SQQPHZ1E2P7,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-263378,BK-811542,2026-05-10T14:41:00Z,MASTERCARD,SUCCESS,1451.94,1.9%,0.00,STRIPE_JQ6SN7UKYYIJ,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-637290,BK-811542,2026-05-10 14:58:00,visa card,PENDING,SAR 1079,1.3%,0,NA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-357158,BK731401,29-03-2026 06:27 PM +0530,VISA,FAILED,SAR185.21,SAR 26.61,,STRIPE_DUF1CT7L1H48,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-943981,BK-397359,2026-03-27T07:25:00Z,VISA,SUCCESS,"sar 2,072.16",SAR 60.13,,STRIPE_QV0RX0VBW8LH,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-392566,BK-427814,2026/02/13 17:18,MASTERCARD,SUCCESS,"sar 2,027.27",53.27,,STRIPE_NWRPNGFUMBIT,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-313663, bk-666431 ,2026-03-25 21:53:00,cash,SUCCESS,SAR738.82,3.2%,,STRIPE_IRDKWLOJDLLG,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-530161,BK-723475,2026-03-06T07:20:00Z,MASTERCARD,SUCCESS,1305.47,SAR 28.91,0,STRIPE_PYA24XFQ957S,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-942484, BK-687924 ,2026-05-04 01:49:00,visa card,SUCCESS,2243.04,SAR 11.40,SAR 1672,STRIPE_57CVMT17K5K9,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-349826,BK-687924,2026-05-04 02:06:00,AMEX,FAILED,SAR 350.80,9.9%,,STRIPE_4N04NS4F447T,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY629274,BK-166500,2026/02/12 21:50,Card,SUCCESS,254.10,SAR 23.42,,STRIPE_4A5M0JV979PN,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-135761,bk-470995,30-01-2026 06:36 PM,VISA,S,SAR 1090,17.39,,STRIPE_C55JWOAP3Y5H,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-867293,bk-470995,2026/01/30 18:53,MASTERCARD,SUCCESS,SAR 511.72,SAR 10.52,0,STRIPE_JX1SSO1EB1E1,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-854461, bk-232394 ,2026-01-01T23:11:00Z,VISA,FAILED,SAR352.95,29.85,,STRIPE_UVXONNR0RW86,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-503954,BK-205283,2026-02-20 21:47:00,VISA,SUCCESS,"VAT: 1,894.32",1.7%,0.00,STRIPE_28NQLCSIIC0V,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-961962, BK-321652 ,2026-02-09 16:36:00 GMT,VISA,SUCCESS,SAR617.06,18.43,0.00,STRIPE_BISN6NC6MP8Q,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-800523, BK322528 ,10-04-2026 09:12 AM,VISA,FAILED,VAT: 458.71,2.5%,0,STRIPE_A1Q9AWEOY3F2,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY270812,BK-142131,2026/04/03 14:22,Apple Pay,SUCCESS,"1,732.41",1.2%,0,STRIPE_IG2MTE9COST4,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY766973, bk-578098 ,2026-01-20T18:45:00Z,VISA,SUCCESS,"1,780.32",48.53,,,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-542462 , BK-938472 ,2026-01-03T01:36:00Z,VISA,SUCCESS,SAR589.58,15.93,0,STRIPE_DBG5EZ7EGZD5,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY861030,  BK-938472  ,03-01-2026 01:53 AM,cash,SUCCESS,SAR 1997,SAR 24.11,,STRIPE_1YVP6F2RH7BA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
